,tp,tn,fp,fn,precision,recall,specificity,accuracy,f1_score,balanced_accuracy,num_feat_missing,imputed,dataset,source,scenario,random_state,metric
12,12,4673,0,1315,100.0,0.9,100.0,78.08,1.79,50.45,12,"['PAY_DELAY_1M_AGO', 'LIMIT_BAL', 'PAY_DELAY_3M_AGO', 'BILL_AMT_1M_AGO', 'PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_DELAY_4M_AGO', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_revolving credit used', 'SEX_male', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_revolving credit used', 'EDUCATION_high school', 'EDUCATION_others', 'EDUCATION_university'] imputed",lr_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
13,12,4673,0,1315,100.0,0.9,100.0,78.08,1.79,50.45,13,"['PAY_DELAY_1M_AGO', 'LIMIT_BAL', 'PAY_DELAY_3M_AGO', 'BILL_AMT_1M_AGO', 'PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_DELAY_4M_AGO', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_revolving credit used', 'SEX_male', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_revolving credit used', 'EDUCATION_high school', 'EDUCATION_others', 'EDUCATION_university', 'MARRIAGE_others', 'MARRIAGE_single'] imputed",lr_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
14,12,4673,0,1315,100.0,0.9,100.0,78.08,1.79,50.45,14,"['PAY_DELAY_1M_AGO', 'LIMIT_BAL', 'PAY_DELAY_3M_AGO', 'BILL_AMT_1M_AGO', 'PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_DELAY_4M_AGO', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_revolving credit used', 'SEX_male', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_revolving credit used', 'EDUCATION_high school', 'EDUCATION_others', 'EDUCATION_university', 'MARRIAGE_others', 'MARRIAGE_single', 'BILL_AMT_6M_AGO'] imputed",lr_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
15,4,4673,0,1323,100.0,0.3,100.0,77.95,0.6,50.15,15,"['PAY_DELAY_1M_AGO', 'LIMIT_BAL', 'PAY_DELAY_3M_AGO', 'BILL_AMT_1M_AGO', 'PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_DELAY_4M_AGO', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_revolving credit used', 'SEX_male', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_revolving credit used', 'EDUCATION_high school', 'EDUCATION_others', 'EDUCATION_university', 'MARRIAGE_others', 'MARRIAGE_single', 'BILL_AMT_6M_AGO', 'PAY_STATUS_4M_AGO_paid fully', 'PAY_STATUS_4M_AGO_revolving credit used'] imputed",lr_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
16,0,4673,0,1327,0.0,0.0,100.0,77.88,0.0,50.0,16,"['PAY_DELAY_1M_AGO', 'LIMIT_BAL', 'PAY_DELAY_3M_AGO', 'BILL_AMT_1M_AGO', 'PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_DELAY_4M_AGO', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_revolving credit used', 'SEX_male', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_revolving credit used', 'EDUCATION_high school', 'EDUCATION_others', 'EDUCATION_university', 'MARRIAGE_others', 'MARRIAGE_single', 'BILL_AMT_6M_AGO', 'PAY_STATUS_4M_AGO_paid fully', 'PAY_STATUS_4M_AGO_revolving credit used', 'PAY_DELAY_6M_AGO'] imputed",lr_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
17,0,4673,0,1327,0.0,0.0,100.0,77.88,0.0,50.0,17,"['PAY_DELAY_1M_AGO', 'LIMIT_BAL', 'PAY_DELAY_3M_AGO', 'BILL_AMT_1M_AGO', 'PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_DELAY_4M_AGO', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_revolving credit used', 'SEX_male', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_revolving credit used', 'EDUCATION_high school', 'EDUCATION_others', 'EDUCATION_university', 'MARRIAGE_others', 'MARRIAGE_single', 'BILL_AMT_6M_AGO', 'PAY_STATUS_4M_AGO_paid fully', 'PAY_STATUS_4M_AGO_revolving credit used', 'PAY_DELAY_6M_AGO', 'PAY_AMT_5M_AGO'] imputed",lr_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
18,0,4673,0,1327,0.0,0.0,100.0,77.88,0.0,50.0,18,"['PAY_DELAY_1M_AGO', 'LIMIT_BAL', 'PAY_DELAY_3M_AGO', 'BILL_AMT_1M_AGO', 'PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_DELAY_4M_AGO', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_revolving credit used', 'SEX_male', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_revolving credit used', 'EDUCATION_high school', 'EDUCATION_others', 'EDUCATION_university', 'MARRIAGE_others', 'MARRIAGE_single', 'BILL_AMT_6M_AGO', 'PAY_STATUS_4M_AGO_paid fully', 'PAY_STATUS_4M_AGO_revolving credit used', 'PAY_DELAY_6M_AGO', 'PAY_AMT_5M_AGO', 'PAY_AMT_3M_AGO'] imputed",lr_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
19,0,4673,0,1327,0.0,0.0,100.0,77.88,0.0,50.0,19,"['PAY_DELAY_1M_AGO', 'LIMIT_BAL', 'PAY_DELAY_3M_AGO', 'BILL_AMT_1M_AGO', 'PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_DELAY_4M_AGO', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_revolving credit used', 'SEX_male', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_revolving credit used', 'EDUCATION_high school', 'EDUCATION_others', 'EDUCATION_university', 'MARRIAGE_others', 'MARRIAGE_single', 'BILL_AMT_6M_AGO', 'PAY_STATUS_4M_AGO_paid fully', 'PAY_STATUS_4M_AGO_revolving credit used', 'PAY_DELAY_6M_AGO', 'PAY_AMT_5M_AGO', 'PAY_AMT_3M_AGO', 'PAY_DELAY_5M_AGO'] imputed",lr_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
20,0,4673,0,1327,0.0,0.0,100.0,77.88,0.0,50.0,20,"['PAY_DELAY_1M_AGO', 'LIMIT_BAL', 'PAY_DELAY_3M_AGO', 'BILL_AMT_1M_AGO', 'PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_DELAY_4M_AGO', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_revolving credit used', 'SEX_male', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_revolving credit used', 'EDUCATION_high school', 'EDUCATION_others', 'EDUCATION_university', 'MARRIAGE_others', 'MARRIAGE_single', 'BILL_AMT_6M_AGO', 'PAY_STATUS_4M_AGO_paid fully', 'PAY_STATUS_4M_AGO_revolving credit used', 'PAY_DELAY_6M_AGO', 'PAY_AMT_5M_AGO', 'PAY_AMT_3M_AGO', 'PAY_DELAY_5M_AGO', 'PAY_AMT_1M_AGO'] imputed",lr_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
21,805,3869,804,522,50.03,60.66,82.79,77.9,54.84,71.73,0,,svm_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
22,662,4035,638,665,50.92,49.89,86.35,78.28,50.4,68.12,1,"['PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_payment overdue', 'PAY_STATUS_1M_AGO_revolving credit used'] imputed",svm_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
23,633,4137,536,694,54.15,47.7,88.53,79.5,50.72,68.12,2,"['PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_payment overdue', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_payment overdue', 'PAY_STATUS_3M_AGO_revolving credit used'] imputed",svm_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
24,414,4343,330,913,55.65,31.2,92.94,79.28,39.98,62.07,3,"['PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_payment overdue', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_payment overdue', 'PAY_STATUS_3M_AGO_revolving credit used', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_2M_AGO_payment overdue', 'PAY_STATUS_2M_AGO_revolving credit used'] imputed",svm_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
25,274,4514,159,1053,63.28,20.65,96.6,79.8,31.14,58.62,4,"['PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_payment overdue', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_payment overdue', 'PAY_STATUS_3M_AGO_revolving credit used', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_2M_AGO_payment overdue', 'PAY_STATUS_2M_AGO_revolving credit used', 'PAY_STATUS_4M_AGO_paid fully', 'PAY_STATUS_4M_AGO_payment overdue', 'PAY_STATUS_4M_AGO_revolving credit used'] imputed",svm_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
26,120,4624,49,1207,71.01,9.04,98.95,79.07,16.04,54.0,5,"['PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_payment overdue', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_payment overdue', 'PAY_STATUS_3M_AGO_revolving credit used', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_2M_AGO_payment overdue', 'PAY_STATUS_2M_AGO_revolving credit used', 'PAY_STATUS_4M_AGO_paid fully', 'PAY_STATUS_4M_AGO_payment overdue', 'PAY_STATUS_4M_AGO_revolving credit used', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_payment overdue', 'PAY_STATUS_6M_AGO_revolving credit used'] imputed",svm_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
27,38,4651,22,1289,63.33,2.86,99.53,78.15,5.48,51.2,6,"['PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_payment overdue', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_payment overdue', 'PAY_STATUS_3M_AGO_revolving credit used', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_2M_AGO_payment overdue', 'PAY_STATUS_2M_AGO_revolving credit used', 'PAY_STATUS_4M_AGO_paid fully', 'PAY_STATUS_4M_AGO_payment overdue', 'PAY_STATUS_4M_AGO_revolving credit used', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_payment overdue', 'PAY_STATUS_6M_AGO_revolving credit used', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_payment overdue', 'PAY_STATUS_5M_AGO_revolving credit used'] imputed",svm_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
28,39,4650,23,1288,62.9,2.94,99.51,78.15,5.62,51.22,7,"['PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_payment overdue', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_payment overdue', 'PAY_STATUS_3M_AGO_revolving credit used', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_2M_AGO_payment overdue', 'PAY_STATUS_2M_AGO_revolving credit used', 'PAY_STATUS_4M_AGO_paid fully', 'PAY_STATUS_4M_AGO_payment overdue', 'PAY_STATUS_4M_AGO_revolving credit used', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_payment overdue', 'PAY_STATUS_6M_AGO_revolving credit used', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_payment overdue', 'PAY_STATUS_5M_AGO_revolving credit used', 'EDUCATION_high school', 'EDUCATION_others', 'EDUCATION_university'] imputed",svm_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
29,24,4657,16,1303,60.0,1.81,99.66,78.02,3.51,50.73,8,"['PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_payment overdue', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_payment overdue', 'PAY_STATUS_3M_AGO_revolving credit used', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_2M_AGO_payment overdue', 'PAY_STATUS_2M_AGO_revolving credit used', 'PAY_STATUS_4M_AGO_paid fully', 'PAY_STATUS_4M_AGO_payment overdue', 'PAY_STATUS_4M_AGO_revolving credit used', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_payment overdue', 'PAY_STATUS_6M_AGO_revolving credit used', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_payment overdue', 'PAY_STATUS_5M_AGO_revolving credit used', 'EDUCATION_high school', 'EDUCATION_others', 'EDUCATION_university', 'MARRIAGE_married', 'MARRIAGE_others', 'MARRIAGE_single'] imputed",svm_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
30,23,4657,16,1304,58.97,1.73,99.66,78.0,3.37,50.7,9,"['PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_payment overdue', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_payment overdue', 'PAY_STATUS_3M_AGO_revolving credit used', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_2M_AGO_payment overdue', 'PAY_STATUS_2M_AGO_revolving credit used', 'PAY_STATUS_4M_AGO_paid fully', 'PAY_STATUS_4M_AGO_payment overdue', 'PAY_STATUS_4M_AGO_revolving credit used', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_payment overdue', 'PAY_STATUS_6M_AGO_revolving credit used', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_payment overdue', 'PAY_STATUS_5M_AGO_revolving credit used', 'EDUCATION_high school', 'EDUCATION_others', 'EDUCATION_university', 'MARRIAGE_married', 'MARRIAGE_others', 'MARRIAGE_single', 'SEX_male'] imputed",svm_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
31,26,4656,17,1301,60.47,1.96,99.64,78.03,3.8,50.8,10,"['PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_payment overdue', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_payment overdue', 'PAY_STATUS_3M_AGO_revolving credit used', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_2M_AGO_payment overdue', 'PAY_STATUS_2M_AGO_revolving credit used', 'PAY_STATUS_4M_AGO_paid fully', 'PAY_STATUS_4M_AGO_payment overdue', 'PAY_STATUS_4M_AGO_revolving credit used', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_payment overdue', 'PAY_STATUS_6M_AGO_revolving credit used', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_payment overdue', 'PAY_STATUS_5M_AGO_revolving credit used', 'EDUCATION_high school', 'EDUCATION_others', 'EDUCATION_university', 'MARRIAGE_married', 'MARRIAGE_others', 'MARRIAGE_single', 'SEX_male', 'AGE'] imputed",svm_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
32,25,4657,16,1302,60.98,1.88,99.66,78.03,3.65,50.77,11,"['PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_payment overdue', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_payment overdue', 'PAY_STATUS_3M_AGO_revolving credit used', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_2M_AGO_payment overdue', 'PAY_STATUS_2M_AGO_revolving credit used', 'PAY_STATUS_4M_AGO_paid fully', 'PAY_STATUS_4M_AGO_payment overdue', 'PAY_STATUS_4M_AGO_revolving credit used', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_payment overdue', 'PAY_STATUS_6M_AGO_revolving credit used', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_payment overdue', 'PAY_STATUS_5M_AGO_revolving credit used', 'EDUCATION_high school', 'EDUCATION_others', 'EDUCATION_university', 'MARRIAGE_married', 'MARRIAGE_others', 'MARRIAGE_single', 'SEX_male', 'AGE', 'LIMIT_BAL'] imputed",svm_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
33,23,4661,12,1304,65.71,1.73,99.74,78.07,3.38,50.74,12,"['PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_payment overdue', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_payment overdue', 'PAY_STATUS_3M_AGO_revolving credit used', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_2M_AGO_payment overdue', 'PAY_STATUS_2M_AGO_revolving credit used', 'PAY_STATUS_4M_AGO_paid fully', 'PAY_STATUS_4M_AGO_payment overdue', 'PAY_STATUS_4M_AGO_revolving credit used', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_payment overdue', 'PAY_STATUS_6M_AGO_revolving credit used', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_payment overdue', 'PAY_STATUS_5M_AGO_revolving credit used', 'EDUCATION_high school', 'EDUCATION_others', 'EDUCATION_university', 'MARRIAGE_married', 'MARRIAGE_others', 'MARRIAGE_single', 'SEX_male', 'AGE', 'LIMIT_BAL', 'PAY_DELAY_5M_AGO'] imputed",svm_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
34,12,4664,9,1315,57.14,0.9,99.81,77.93,1.78,50.36,13,"['PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_payment overdue', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_payment overdue', 'PAY_STATUS_3M_AGO_revolving credit used', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_2M_AGO_payment overdue', 'PAY_STATUS_2M_AGO_revolving credit used', 'PAY_STATUS_4M_AGO_paid fully', 'PAY_STATUS_4M_AGO_payment overdue', 'PAY_STATUS_4M_AGO_revolving credit used', 'PAY_STATUS_6M_AGO_paid fully', 'PAY_STATUS_6M_AGO_payment overdue', 'PAY_STATUS_6M_AGO_revolving credit used', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_payment overdue', 'PAY_STATUS_5M_AGO_revolving credit used', 'EDUCATION_high school', 'EDUCATION_others', 'EDUCATION_university', 'MARRIAGE_married', 'MARRIAGE_others', 'MARRIAGE_single', 'SEX_male', 'AGE', 'LIMIT_BAL', 'PAY_DELAY_5M_AGO', 'PAY_DELAY_4M_AGO'] imputed",svm_perf,Default Credit Card,Scenario 1: standard,1981,f1 score
